Epoch,Loss
259,0.340575235551885
260,0.340348420527803
261,0.340122059877815
262,0.339896151908
263,0.339670694940254
264,0.339445687311713
265,0.339221127374195
266,0.338997013493666
267,0.338773344049723
268,0.338550117435105
269,0.338327332055226
270,0.338104986327715
271,0.337883078681992
272,0.337661607558851
273,0.337440571410067
274,0.337219968698017
275,0.336999797895318
276,0.336780057484485
277,0.3365607459576
278,0.336341861816
279,0.336123403569973
280,0.335905369738481
281,0.335687758848878
282,0.335470569436659
283,0.335253800045211
284,0.335037449225577
285,0.334821515536237
286,0.334605997542892
287,0.334390893818266
288,0.334176202941917
289,0.333961923500052
290,0.333748054085357
291,0.333534593296837
292,0.333321539739659
293,0.333108892025013
294,0.332896648769964
295,0.332684808597334
296,0.332473370135572
297,0.332262332018642
298,0.332051692885914
299,0.33184145138206
300,0.331631606156957
